1,11 11 11 11 11 11 11 11 11 11
1,11 11 11 11 11 11 11 11 11 12
1,11 11 11 11 11 11 11 11 11 13
1,11 11 11 11 11 11 11 11 11 14
1,11 11 11 11 11 11 11 11 11 15
1,11 11 11 11 11 11 11 11 11 16
1,11 11 11 11 11 11 11 11 11 17
1,11 11 11 11 11 11 11 11 11 18
1,11 11 11 11 11 11 11 11 11 19
1,11 11 11 11 11 11 11 11 11 20
2,26 26 26 26 26 26 26 26 26 26
2,26 26 26 26 26 26 26 26 26 26
2,26 26 26 26 26 26 26 26 26 26
2,26 26 26 26 26 26 26 26 26 26
2,26 26 26 26 26 26 26 26 26 26
2,26 26 26 26 26 26 26 26 26 27
2,26 26 26 26 26 26 26 26 26 27
2,26 26 26 26 26 26 26 26 26 27
2,26 26 26 26 26 26 26 26 26 27
2,26 26 26 26 26 26 26 26 26 27
